AnimalID
140560
141490
140040
140060
140070
140290
140300
140320
140340
140400
140600
140630
140650
140680
140710
140800
140850
140890
140960
140980
141010
141060
141070
141080
141100
141120
141130
141150
141260
141560
140940
140910
140050
150360
140380
140480
150920
151200
151570
